primary_threshold,secondary_threshold,macro_f1,macro_precision,macro_recall,micro_f1,micro_precision,micro_recall,accuracy,sample_f1,sample_precision,sample_recall,avg_assignments,n_predictions,n_samples_with_predictions,n_correct_predictions
0.40000000000000013,0.7999999999999998,0.2729731554501225,0.39533052174968414,0.33177763996468446,0.22131794924624842,0.15721812948236327,0.3736665120593692,0.3736665120593692,0.3736665120593692,0.3736665120593692,0.3736665120593692,2.376739332096475,17248,17247,6445
0.4500000000000001,0.49999999999999994,0.37906559919900795,0.37803535635489804,0.44610169815140216,0.4210263827240537,0.36938829088999736,0.48944805194805197,0.48944805194805197,0.48944805194805197,0.48944805194805197,0.48944805194805197,1.3250231910946197,17248,9794,8442
0.4500000000000001,0.5499999999999999,0.3947200234445858,0.3456997491336117,0.5496054099281076,0.4342696743485955,0.33448221839260533,0.6189123376623377,0.6189123376623377,0.6189123376623377,0.6189123376623377,0.6189123376623377,1.8503594619666048,17248,12655,10675
0.4500000000000001,0.5999999999999999,0.3887029569347526,0.32404744474885405,0.5971241184780793,0.4272408541983922,0.307551114057003,0.699443413729128,0.699443413729128,0.699443413729128,0.699443413729128,0.699443413729128,2.274234693877551,17248,14921,12064
0.4500000000000001,0.6499999999999999,0.3724244945138079,0.3161284512869248,0.5871066855856829,0.4004452301446998,0.27898914332633884,0.7091836734693877,0.7091836734693877,0.7091836734693877,0.7091836734693877,0.7091836734693877,2.5419758812615956,17248,16260,12232
0.4500000000000001,0.7,0.354738990239881,0.3201481370306896,0.5415117943118415,0.35828969508263747,0.24581921757331204,0.660482374768089,0.660482374768089,0.660482374768089,0.660482374768089,0.660482374768089,2.6868622448979593,17248,16960,11392
0.4500000000000001,0.7499999999999999,0.3366092615998588,0.3323032675430136,0.47921932195981704,0.30278921462402875,0.2065332150850965,0.5670802411873841,0.5670802411873841,0.5670802411873841,0.5670802411873841,0.5670802411873841,2.745709647495362,17248,17199,9781
0.4500000000000001,0.7999999999999998,0.31832132059715457,0.34614764753127264,0.4271561540932234,0.2548055431381314,0.17354330708661417,0.4791859925788497,0.4791859925788497,0.4791859925788497,0.4791859925788497,0.4791859925788497,2.7611897031539887,17248,17247,8265
0.5000000000000001,0.5499999999999999,0.3649339199754419,0.29886476017518104,0.5809574654180792,0.3862503919997212,0.27608966376089666,0.6426832096474954,0.6426832096474954,0.6426832096474954,0.6426832096474954,0.6426832096474954,2.3278061224489797,17248,12655,11085
0.5000000000000001,0.5999999999999999,0.35995020708763925,0.27354201465994415,0.6523136801814867,0.3826231750468318,0.257287959371376,0.7460575139146568,0.7460575139146568,0.7460575139146568,0.7460575139146568,0.7460575139146568,2.8996985157699444,17248,14921,12868
0.5000000000000001,0.6499999999999999,0.3499930632224557,0.2641025373522359,0.6597738864253228,0.3682265840693378,0.24127441274412745,0.7771335807050093,0.7771335807050093,0.7771335807050093,0.7771335807050093,0.7771335807050093,3.220953153988868,17248,16260,13404
0.5000000000000001,0.7,0.34204521412814004,0.26537641996682265,0.6307680243248709,0.3440453185800884,0.22291016361952457,0.7535366419294991,0.7535366419294991,0.7535366419294991,0.7535366419294991,0.7535366419294991,3.3804499072356213,17248,16960,12997
0.5000000000000001,0.7499999999999999,0.3355327330516399,0.27339092361227074,0.584291314766593,0.30908212686518455,0.19945074385456507,0.6863404452690167,0.6863404452690167,0.6863404452690167,0.6863404452690167,0.6863404452690167,3.4411525974025974,17248,17199,11838
0.5000000000000001,0.7999999999999998,0.3246191215410001,0.279099565222937,0.5368899053738626,0.2720176922076233,0.17535473482942537,0.6061572356215214,0.6061572356215214,0.6061572356215214,0.6061572356215214,0.6061572356215214,3.4567486085343226,17248,17247,10455
0.5500000000000002,0.5999999999999999,0.3142550464435125,0.22211052407420875,0.6993409235609623,0.32365234679090266,0.20395779558936739,0.7833951762523191,0.7833951762523191,0.7833951762523191,0.7833951762523191,0.7833951762523191,3.84096706864564,17248,14921,13512
0.5500000000000002,0.6499999999999999,0.30232792137919223,0.20516175243305465,0.7325586323586158,0.31414487970120736,0.19326440098322112,0.8387639146567718,0.8387639146567718,0.8387639146567718,0.8387639146567718,0.8387639146567718,4.339981447124305,17248,16260,14467
0.5500000000000002,0.7,0.29808357179217654,0.2025616518956894,0.7232964496419183,0.30379243605168177,0.18534026066864956,0.8417787569573284,0.8417787569573284,0.8417787569573284,0.8417787569573284,0.8417787569573284,4.5418019480519485,17248,16960,14519
0.5500000000000002,0.7499999999999999,0.29778516392598026,0.20764114859277005,0.6928636355259714,0.2865470481230362,0.17435600724491848,0.8036873840445269,0.8036873840445269,0.8036873840445269,0.8036873840445269,0.8036873840445269,4.609461966604823,17248,17199,13862
0.5500000000000002,0.7999999999999998,0.29426248091490254,0.21178946659897377,0.6564108323930516,0.26442124357137703,0.16079419396081676,0.7437384044526901,0.7437384044526901,0.7437384044526901,0.7437384044526901,0.7437384044526901,4.6254058441558445,17248,17247,12828
0.6000000000000002,0.6499999999999999,0.2509085582687599,0.15927666760706471,0.7850702162062341,0.25566077264728065,0.14942889049979427,0.8843923933209648,0.8843923933209648,0.8843923933209648,0.8843923933209648,0.8843923933209648,5.9184833024118735,17248,16260,15254
0.6000000000000002,0.7,0.24047248562606155,0.14859336455704372,0.7957938110149445,0.2491877765332952,0.14437459154462864,0.9093807977736549,0.9093807977736549,0.9093807977736549,0.9093807977736549,0.9093807977736549,6.298759276437848,17248,16960,15685
0.6000000000000002,0.7499999999999999,0.2397668601383436,0.1492086535498694,0.7807129096358016,0.24220845423888324,0.14004824871669297,0.8952922077922078,0.8952922077922078,0.8952922077922078,0.8952922077922078,0.8952922077922078,6.392741187384044,17248,17199,15442
0.6000000000000002,0.7999999999999998,0.2407486900653997,0.1523406931193908,0.759023730092526,0.2329609463011641,0.13464947185646073,0.8632305194805194,0.8632305194805194,0.8632305194805194,0.8632305194805194,0.8632305194805194,6.410946196660483,17248,17247,14889
0.6500000000000001,0.7,0.19355498493181472,0.11366949369781754,0.8379898403091923,0.1986406117247239,0.11093186562915164,0.9488636363636364,0.9488636363636364,0.9488636363636364,0.9488636363636364,0.9488636363636364,8.553571428571429,17248,16960,16366
0.6500000000000001,0.7499999999999999,0.18674076211351162,0.10845484583985286,0.8366216992170007,0.19444888391668,0.10827933100843161,0.952284322820037,0.952284322820037,0.952284322820037,0.952284322820037,0.952284322820037,8.794700834879407,17248,17199,16425
0.6500000000000001,0.7999999999999998,0.18722981011251155,0.10947881061319784,0.8246028237255163,0.19076276786557161,0.10618759852863899,0.9372680890538033,0.9372680890538033,0.9372680890538033,0.9372680890538033,0.9372680890538033,8.826530612244898,17248,17247,16166
